name,id,shortName,numerator,denominator
751_Total Mother/caregivers (NICHE beneficiaries) who received positive parenting sessions during home visit,V2H52eO9FQa,751_Total Mother/caregivers  nutr c parenting,#{Ayzl7c5BUA6.Py6gFedDbBe} + #{Ayzl7c5BUA6.UTTzAxNTKtm},1
751_Total Mother/caregivers who received nutrition counselling during home visit,LAEF1fXLZqi,751_Total Mother/caregivers  nutrition counsellin,#{OpfNItK9k9d.Py6gFedDbBe} + #{OpfNItK9k9d.UTTzAxNTKtm},1
751_Total Pregnant and lactating  women consuming ≥ 5  food groups in a day,W0snpiBeX1u,51_Total  P&l  women consuming ≥ 5  food ,#{NxPuJeBdAd5.Py6gFedDbBe} + #{NxPuJeBdAd5.UTTzAxNTKtm},1
751_Total Pregnant and lactating women  consuming the recommended  number of meals per day,vuT0WxBenRP,51_Total P&L consuming the recommended ,#{rGCGEOaFEEE.Py6gFedDbBe} + #{rGCGEOaFEEE.UTTzAxNTKtm},1
751_Total Pregnant and lactating women received  nutrition counselling,Bn4fro5Vzd3,51_Total P&L women received  nutrition counselling,#{uc4oYYirXma.Py6gFedDbBe} + #{uc4oYYirXma.UTTzAxNTKtm},1
751_Total Pregnant and lactating women who received nutrition  counselling during home visit,kvwFR5UKsI6,51_Total P&l received nutrition  counselling,#{hDzaai04ezp.Py6gFedDbBe} + #{hDzaai04ezp.UTTzAxNTKtm},1
751_Total Pregnant and lactating women who received positive parenting sessions  during home visi,mgIpQF6Prfj,51_Total CP&L positive parenting sessions,#{vobFwVJchh2.Py6gFedDbBe} + #{vobFwVJchh2.UTTzAxNTKtm},1
751_Total Pregnant women who consumed IFAS,XKOeNdUfien,51_Total Pregnant women who consumed IFAS,#{BKdA4Xrx7dL.Py6gFedDbBe} + #{BKdA4Xrx7dL.UTTzAxNTKtm},1
751_Total Pregnant women who had IFA,SD1aG8GXi5n,51_Total Pregnant women who had IFA,#{ltSt3VLhOcq.Py6gFedDbBe} + #{ltSt3VLhOcq.UTTzAxNTKtm},1
ACT_Percentage Samples Resistant for Amikacin,FOp6nYuntiv,Percentage Samples Resistant for Amikacin,#{vFiiT9A7QmW.pSCWLB1tEMy} + #{P8DS3GTrwon.pSCWLB1tEMy} + #{wxb1U2pT4pV.pSCWLB1tEMy} + #{ZPduJkyoE4m.pSCWLB1tEMy} + #{Wzq3BlPHzj4.pSCWLB1tEMy} + #{NRalulUvSUv.pSCWLB1tEMy},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Percentage Samples Resistant for Imipenem,VX5MeqENnsY,Percentage Samples Resistant for Imipenem,#{vFiiT9A7QmW.NRyCpmtFS6D} + #{P8DS3GTrwon.NRyCpmtFS6D} + #{wxb1U2pT4pV.NRyCpmtFS6D} + #{ZPduJkyoE4m.NRyCpmtFS6D} + #{Wzq3BlPHzj4.NRyCpmtFS6D} + #{NRalulUvSUv.NRyCpmtFS6D},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Percentage Samples Resistant for Tigecycline/Minocycline,gjxcAqafWR6,Samples Resistant for Tigecycline/Minocycline,#{vFiiT9A7QmW.aG662VU09Gv} + #{P8DS3GTrwon.aG662VU09Gv} + #{wxb1U2pT4pV.aG662VU09Gv} + #{ZPduJkyoE4m.aG662VU09Gv} + #{Wzq3BlPHzj4.aG662VU09Gv} + #{NRalulUvSUv.aG662VU09Gv},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Percentage Samples Resistant to Gentamicin,NTEllTwnxHY,Percentage Samples Resistant to Gentamicin,#{vFiiT9A7QmW.xAwiYqKIyxg} + #{P8DS3GTrwon.xAwiYqKIyxg} + #{Wzq3BlPHzj4.xAwiYqKIyxg} + #{wxb1U2pT4pV.xAwiYqKIyxg} + #{ZPduJkyoE4m.xAwiYqKIyxg} + #{NRalulUvSUv.xAwiYqKIyxg},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Percentage Samples Resistant to Meropenem,u9J0BiQKCIo,Percentage Samples Resistant to Meropenem,#{vFiiT9A7QmW.Ud3t1nnq02A} + #{P8DS3GTrwon.Ud3t1nnq02A} + #{Wzq3BlPHzj4.Ud3t1nnq02A} + #{wxb1U2pT4pV.Ud3t1nnq02A} + #{ZPduJkyoE4m.Ud3t1nnq02A} + #{NRalulUvSUv.Ud3t1nnq02A},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Percentage Samples Resistant to Piperacillin/Tazobactam,Q2pgaOXj1RJ,Samples Resistant to Piperacillin/Tazobactam,#{vFiiT9A7QmW.qZcD3UI8L8q} + #{P8DS3GTrwon.qZcD3UI8L8q} + #{wxb1U2pT4pV.qZcD3UI8L8q} + #{ZPduJkyoE4m.qZcD3UI8L8q} + #{Wzq3BlPHzj4.qZcD3UI8L8q} + #{NRalulUvSUv.qZcD3UI8L8q},#{vFiiT9A7QmW.ARNjLL9Y0fV} + #{P8DS3GTrwon.ARNjLL9Y0fV} + #{Wzq3BlPHzj4.ARNjLL9Y0fV} + #{wxb1U2pT4pV.ARNjLL9Y0fV} + #{ZPduJkyoE4m.ARNjLL9Y0fV} + #{NRalulUvSUv.ARNjLL9Y0fV}
ACT_Total Samples Intermediate for Amikacin,WaBsE4UxtvZ,Total Samples Intermediate for Amikacin,#{vFiiT9A7QmW.PpEWoGYIRTp} + #{P8DS3GTrwon.PpEWoGYIRTp} + #{wxb1U2pT4pV.PpEWoGYIRTp} + #{ZPduJkyoE4m.PpEWoGYIRTp} + #{Wzq3BlPHzj4.PpEWoGYIRTp} + #{NRalulUvSUv.PpEWoGYIRTp},1
ACT_Total Samples Intermediate for Gentamicin,yggrj7flLJG,Total Samples Intermediate for Gentamicin,#{vFiiT9A7QmW.G2OsZxpAyBI} + #{P8DS3GTrwon.G2OsZxpAyBI} + #{wxb1U2pT4pV.G2OsZxpAyBI} + #{ZPduJkyoE4m.G2OsZxpAyBI} + #{Wzq3BlPHzj4.G2OsZxpAyBI} + #{NRalulUvSUv.G2OsZxpAyBI},1
ACT_Total Samples Intermediate for Imipenem,nlJCbCZeuxZ,Total Samples Intermediate for Imipenem,#{vFiiT9A7QmW.tmajheS6Ck6} + #{P8DS3GTrwon.tmajheS6Ck6} + #{wxb1U2pT4pV.tmajheS6Ck6} + #{ZPduJkyoE4m.tmajheS6Ck6} + #{Wzq3BlPHzj4.tmajheS6Ck6} + #{NRalulUvSUv.tmajheS6Ck6},1
ACT_Total Samples Intermediate for Meropenem,UrH2l2imiyw,Total Samples Intermediate for Meropenem,#{vFiiT9A7QmW.WfSrGP6z6wt} + #{P8DS3GTrwon.WfSrGP6z6wt} + #{Wzq3BlPHzj4.WfSrGP6z6wt} + #{wxb1U2pT4pV.WfSrGP6z6wt} + #{ZPduJkyoE4m.WfSrGP6z6wt} + #{NRalulUvSUv.WfSrGP6z6wt},1
ACT_Total Samples Intermediate for Piperacillin/Tazobactam,JYTAWKlDtlQ,Samples Intermediate for Piperacillin/Tazobactam,#{vFiiT9A7QmW.LnuIxJw9y6F} + #{P8DS3GTrwon.LnuIxJw9y6F} + #{wxb1U2pT4pV.LnuIxJw9y6F} + #{ZPduJkyoE4m.LnuIxJw9y6F} + #{Wzq3BlPHzj4.LnuIxJw9y6F} + #{NRalulUvSUv.LnuIxJw9y6F},1
ACT_Total Samples Intermediate for Tigecycline/Minocycline,He1EkHaB3cl,Samples Intermediate for Tigecycline/Minocycline,#{vFiiT9A7QmW.SErt6P6YrN8} + #{P8DS3GTrwon.SErt6P6YrN8} + #{wxb1U2pT4pV.SErt6P6YrN8} + #{ZPduJkyoE4m.SErt6P6YrN8} + #{Wzq3BlPHzj4.SErt6P6YrN8} + #{NRalulUvSUv.SErt6P6YrN8},1
ACT_Total Samples Resistant for Amikacin,rkudyuX7GKY,Total Samples Resistant for Amikacin,#{vFiiT9A7QmW.pSCWLB1tEMy} + #{P8DS3GTrwon.pSCWLB1tEMy} + #{wxb1U2pT4pV.pSCWLB1tEMy} + #{ZPduJkyoE4m.pSCWLB1tEMy} + #{Wzq3BlPHzj4.pSCWLB1tEMy} + #{NRalulUvSUv.pSCWLB1tEMy},1
ACT_Total Samples Resistant for Imipenem,BfHrOLdBn5d,Total Samples Resistant for Imipenem,#{vFiiT9A7QmW.NRyCpmtFS6D} + #{P8DS3GTrwon.NRyCpmtFS6D} + #{wxb1U2pT4pV.NRyCpmtFS6D} + #{ZPduJkyoE4m.NRyCpmtFS6D} + #{Wzq3BlPHzj4.NRyCpmtFS6D} + #{NRalulUvSUv.NRyCpmtFS6D},1
ACT_Total Samples Resistant for Meropenem,zqADvONQWc8,Total Samples Resistant for Meropenem,#{vFiiT9A7QmW.Ud3t1nnq02A} + #{P8DS3GTrwon.Ud3t1nnq02A} + #{Wzq3BlPHzj4.Ud3t1nnq02A} + #{wxb1U2pT4pV.Ud3t1nnq02A} + #{ZPduJkyoE4m.Ud3t1nnq02A} + #{NRalulUvSUv.Ud3t1nnq02A},1
ACT_Total Samples Resistant for Tigecycline/Minocycline,WLYhZyN3VGY,Samples Resistant for Tigecycline/Minocycline,#{vFiiT9A7QmW.aG662VU09Gv} + #{P8DS3GTrwon.aG662VU09Gv} + #{wxb1U2pT4pV.aG662VU09Gv} + #{ZPduJkyoE4m.aG662VU09Gv} + #{Wzq3BlPHzj4.aG662VU09Gv} + #{NRalulUvSUv.aG662VU09Gv},1
ACT_Total Samples Resistant to Gentamicin ,A2ZFMXzNXNp,Total Samples Resistant to Gentamicin ,#{vFiiT9A7QmW.xAwiYqKIyxg} + #{P8DS3GTrwon.xAwiYqKIyxg} + #{Wzq3BlPHzj4.xAwiYqKIyxg} + #{wxb1U2pT4pV.xAwiYqKIyxg} + #{ZPduJkyoE4m.xAwiYqKIyxg} + #{NRalulUvSUv.xAwiYqKIyxg},1
ACT_Total Samples Resistant to Piperacillin/Tazobactam,W48SIgA3ZDl,Total Samples Resistant to Piperacillin/Tazobactam,#{vFiiT9A7QmW.qZcD3UI8L8q} + #{P8DS3GTrwon.qZcD3UI8L8q} + #{wxb1U2pT4pV.qZcD3UI8L8q} + #{ZPduJkyoE4m.qZcD3UI8L8q} + #{Wzq3BlPHzj4.qZcD3UI8L8q} + #{NRalulUvSUv.qZcD3UI8L8q},1
ACT_Total Samples Susceptible to Amikacin,u1jOvQO6pYu,Total Samples Susceptible to Amikacin,#{vFiiT9A7QmW.WFxU8392Wwp} + #{P8DS3GTrwon.WFxU8392Wwp} + #{wxb1U2pT4pV.WFxU8392Wwp} + #{ZPduJkyoE4m.WFxU8392Wwp} + #{Wzq3BlPHzj4.WFxU8392Wwp} + #{NRalulUvSUv.WFxU8392Wwp},1
ACT_Total Samples Susceptible to Gentamicin,cdeTr52Eiwb,Total Samples Susceptible to Gentamicin,#{vFiiT9A7QmW.BhOwjz6RPEV} + #{P8DS3GTrwon.BhOwjz6RPEV} + #{wxb1U2pT4pV.BhOwjz6RPEV} + #{ZPduJkyoE4m.BhOwjz6RPEV} + #{Wzq3BlPHzj4.BhOwjz6RPEV} + #{NRalulUvSUv.BhOwjz6RPEV},1
ACT_Total Samples Susceptible to Imipenem,Q64DkGjWlrf,Total Samples Susceptible to Imipenem,#{vFiiT9A7QmW.zIl9NFPK5SN} + #{P8DS3GTrwon.zIl9NFPK5SN} + #{wxb1U2pT4pV.zIl9NFPK5SN} + #{ZPduJkyoE4m.zIl9NFPK5SN} + #{Wzq3BlPHzj4.zIl9NFPK5SN} + #{NRalulUvSUv.zIl9NFPK5SN},1
ACT_Total Samples Susceptible to Meropenem,kWTjp8uQYBQ,Total Samples Susceptible to Meropenem,#{vFiiT9A7QmW.GQsIcaV9Uor} + #{P8DS3GTrwon.GQsIcaV9Uor} + #{wxb1U2pT4pV.GQsIcaV9Uor} + #{ZPduJkyoE4m.GQsIcaV9Uor} + #{Wzq3BlPHzj4.GQsIcaV9Uor} + #{NRalulUvSUv.GQsIcaV9Uor},1
ACT_Total Samples Susceptible to Piperacillin/Tazobactam,cSQ7dnxm7Dm,Samples Susceptible to Piperacillin/Tazobactam,#{vFiiT9A7QmW.LRRsvxMFLAB} + #{P8DS3GTrwon.LRRsvxMFLAB} + #{wxb1U2pT4pV.LRRsvxMFLAB} + #{ZPduJkyoE4m.LRRsvxMFLAB} + #{Wzq3BlPHzj4.LRRsvxMFLAB} + #{NRalulUvSUv.LRRsvxMFLAB},1
ACT_Total Samples Susceptible to Tigecycline/Minocycline,HP2dYD6zHWP,Samples Susceptible to Tigecycline/Minocycline,#{vFiiT9A7QmW.NQ4K2bbvuVp} + #{P8DS3GTrwon.NQ4K2bbvuVp} + #{wxb1U2pT4pV.NQ4K2bbvuVp} + #{ZPduJkyoE4m.NQ4K2bbvuVp} + #{Wzq3BlPHzj4.NQ4K2bbvuVp} + #{NRalulUvSUv.NQ4K2bbvuVp},1
AEFI Deaths,AoNid8qa4iP,AEFI Deaths,#{AyO5TjcPFNa.GR4pbqLKhMV} + #{AyO5TjcPFNa.EqEj84xFkHz},1
AEFI Total,duEwnPpZTeJ,AEFI Total,#{AyO5TjcPFNa.dCd7yKlyqk4} + #{AyO5TjcPFNa.PTWBeC1K2HJ},1
ALOS-Eye Ward,VGyf4CdHaIC,ALOS-Eye Ward,#{bRP7RnMWTK8.CFyfkW0xUuP},#{bRP7RnMWTK8.n46ELgn5X5P}+#{bRP7RnMWTK8.IBZaTcO3Odv}
ALOS-Gynacology Ward,SuxFlDE6wcc,ALOS-Gynacology Ward,#{zqqP41WTYNk.CFyfkW0xUuP},#{zqqP41WTYNk.n46ELgn5X5P}+#{zqqP41WTYNk.IBZaTcO3Odv}
ALOS-Isolation Ward,GaOtmeGwMoJ,ALOS-Isolation Ward,#{ndneSgDusqj.CFyfkW0xUuP},#{ndneSgDusqj.n46ELgn5X5P}+#{ndneSgDusqj.IBZaTcO3Odv}
ALOS-Labour Ward,F8I8mCXTA6x,ALOS-Labour Ward,#{KcmpbSvRETO.CFyfkW0xUuP},#{KcmpbSvRETO.n46ELgn5X5P}+#{KcmpbSvRETO.IBZaTcO3Odv}
ALOS-Maternity Ward,D86kACPy6yN,ALOS-Maternity Ward,#{C3srxhSBods.CFyfkW0xUuP},#{C3srxhSBods.n46ELgn5X5P}+#{C3srxhSBods.IBZaTcO3Odv}
ALOS-Medical ward Female,sbyH9ladTCm,ALOS-Medical ward Female,#{S9BU0xS5QRf.CFyfkW0xUuP},#{S9BU0xS5QRf.n46ELgn5X5P}+#{S9BU0xS5QRf.IBZaTcO3Odv}
ALOS-Medical ward Male,dLgwSdyCt0Q,ALOS-Medical ward Male,#{OdXZaAsAGRU.CFyfkW0xUuP},#{OdXZaAsAGRU.n46ELgn5X5P}+#{OdXZaAsAGRU.IBZaTcO3Odv}
ALOS-Nursery/Neonatal Ward,NVc6l6PY8z8,ALOS-Neonatal Ward,#{VuMnNeKMui9.CFyfkW0xUuP},#{VuMnNeKMui9.n46ELgn5X5P}+#{VuMnNeKMui9.IBZaTcO3Odv}
ALOS-Orthopaedic Ward,YuInOYoV6gJ,ALOS-Orthopaedic Ward,#{Y1sxN73phAf.CFyfkW0xUuP},#{Y1sxN73phAf.n46ELgn5X5P}+#{Y1sxN73phAf.IBZaTcO3Odv}
ALOS-Paediatric Ward,Q8eF9CGeVTS,ALOS-Paediatric Ward,#{IgnbdUEWMd4.CFyfkW0xUuP},#{IgnbdUEWMd4.n46ELgn5X5P}+#{IgnbdUEWMd4.IBZaTcO3Odv}
ALOS-Psychastric Ward,Z7FHK3rpzuz,ALOS-Psychastric Ward,#{BcVftn5I5NL.CFyfkW0xUuP},#{BcVftn5I5NL.n46ELgn5X5P}+#{BcVftn5I5NL.IBZaTcO3Odv}
ALOS-Surgical Female,jo06euHLqwf,ALOS-Surgical Female,#{rAvVxANpmvq.CFyfkW0xUuP},#{rAvVxANpmvq.n46ELgn5X5P}+#{rAvVxANpmvq.IBZaTcO3Odv}
ALOS-Surgical Male,VlECsNIaGD7,ALOS-Surgical Male,#{slxcaBIJQFz.CFyfkW0xUuP},#{slxcaBIJQFz.n46ELgn5X5P}+#{slxcaBIJQFz.IBZaTcO3Odv}
ALOS-Surgical Ward,GJLCZvnaYD0,ALOS-Surgical Ward,#{knorevTYX7E.CFyfkW0xUuP},#{knorevTYX7E.n46ELgn5X5P}+#{knorevTYX7E.IBZaTcO3Odv}
AMR2022_Total Antibiotics prescribed (A+W+R),BZsZ1Pr2mSP,Total Antibiotics prescribed (A+W+R),#{zYtdGkdOanM} + #{N8XqxpY3jSl} + #{fLo8zLS5Jhk},1
ANC,okee8vB9sHU,ANC 4th visit Perf,#{Fz0LzxMT1vV.NhSoXUMPK2K},#{gZi8zx858OK.ea7VHlwMkhH}
ANC 1 Eligibility CD4 Proportion,DlIKY5bdQVp,ANC 1 Eligibility CD4,#{BhaetsBTxPa.NhSoXUMPK2K},#{BhaetsBTxPa.NhSoXUMPK2K}+#{HYyJiuoyiLb.NhSoXUMPK2K}
ANC 1 Eligibility WHO Staging Done Proportion,lcjsabkMhcj,ANC 1 Elig WHO Stag Done,#{HYyJiuoyiLb.NhSoXUMPK2K},#{BhaetsBTxPa.NhSoXUMPK2K}+#{HYyJiuoyiLb.NhSoXUMPK2K}
ANC Attendance New Clients,twcLHU9joUY,ANC Att New Clients,#{uTQOSp7rx5h.wBWcFk7k1qY},1
ANC Coverage,xBL1QPNXkFe,ANC Coverage,#{uSxBUWnagGg},#{IDeJME1RKqM}
ANC Partners Tested among New ANC Clients Coverage,enq4ZMlxJ0o,ANC Partners tested Cov,#{N9VDFWZAumw.NhSoXUMPK2K},#{f9vesk5d4IY.NhSoXUMPK2K}
ANC Testing for Syphilis Missed Opportunities,sf0cYtioY7t,ANC Testing for Syphilis Missed Opportunities,#{uSxBUWnagGg} - #{i5jVVTm1vI8},1
ANC Testing for Syphilis Missed Opportunity,xNTM673ne69,ANC Testing for Syphilis Missed Opportunity,#{uSxBUWnagGg} - #{i5jVVTm1vI8},1
ANC Unreached Mothers,RSzsd0SElQl,ANC Unreached Mothers,#{pct05jgGcLt} - #{uSxBUWnagGg},1
ANC clients Tested HIV among New ANC Clients Coverage,tO5gJgq9Ns5,ANC clients Test HIV Cov,#{nspwXhqQaAz.NhSoXUMPK2K},#{uTQOSp7rx5h.wBWcFk7k1qY}
ART Uptake,PPCY2IpH927,ART Uptake,#{sEtNuNusKTT},#{NYkr7LlxmUg}
Accounting Rate of fund  from Partners,WdZV67bSOL0,Accounting Rate partners ,#{oMWJpAyAIUh.ho19GFuJL4X},#{uq2Izs9ZGT7.ho19GFuJL4X}
Adrenaline Injection 1mg/ml (Ampoule) MoS,SFwHgXxyaBX,Adrenaline Injection 1mg/ml (Ampoule) MoS,#{PcX1hwl7aQD.n8XlCFUpWOG},#{SNj7ETKcFO3.QvctQfKAQn3}
Adults >15 Years Tested,pIgWDXbG9zG,Adults >15 Years Tested,#{YXJf27jfkvS} + #{XiRbc0DSMOH} + #{JiuqbydCIcy} + #{pkShOkgNQt2} + #{atSQz5O7e2A} + #{gTkVw97FnQK},1
Adults >15 years New ART,t2cMsNss42N,Adults >15 years New ART,#{DaNcGZnkclz} + #{yWkSi8L3qGm} + #{zNCSlBKbS6d} + #{K59f8nZ5vhy} + #{Nv4OkbdDvmm} + #{SCMKsiNj6c5},1
Adults >15 years on ART,wgmEn2Gip5h,Adults >15 years on ART,#{AQsTt7jtKbt} + #{oOOnacUi9Jm} + #{EhZQp3PTA3C} + #{e93GKJTHKAX} + #{yNCUlEYkmyA} + #{pR7VzBydoj3},1
Adults >15+ years Positive,BO7eh2rJdtZ,Adults >15+ years Positive,#{xMNhnyu7vm1} + #{kLXGWRLzCAw} + #{oCFXmpol7D8} + #{F9OR49Lc1aR} + #{cBTa1jVzT8f} + #{J4vNm7YEkdj},1
Albendazole Tab. 400mg (Tablet) MoS,uHSqkMzQWbJ,Albendazole Tab. 400mg (Tablet) MoS,#{Klw6Oa18M4Y.n8XlCFUpWOG},#{Rmx1tNUwJyb.QvctQfKAQn3}
All Other Family planning Methods CYP,Kr3A94oQ66i,All Other CYP,#{M9wNpvfC8wb.wBWcFk7k1qY}+#{M9wNpvfC8wb.K4WLOEhtcvC},
"Amoxicillin Capsules, 500mg (Capsule) MoS",m2Dxu9fe9Ps,"Amoxicillin Capsules, 500mg (Capsule) MoS",#{QGugDSQXwPR.n8XlCFUpWOG},#{TjTv4RDUy8A.QvctQfKAQn3}
"Amoxicillin Dispersible Tablets, 250mg (Tablet) MoS",VA3KZphR8Dc,"Amoxicillin Dispersible Tablets, 250mg (Tablet) ",#{t8vd4GgcRmh.n8XlCFUpWOG},#{DJC8qxQeJA6.QvctQfKAQn3}
Artemether-Lumefantrine 20/120 Tabs 12s Adjusted Consumption,nnA359PSbbZ,Artemether-Lumefant 12s,#{c0MB4RmVjxk.w77uMi1KzOH}*31,31-#{c0MB4RmVjxk.DV8l1KuASLR}
Artemether-Lumefantrine 20/120 Tabs 12s MOS,bJILAolJsSJ,AL 20/120 Tabs 12s MOS,#{c0MB4RmVjxk.rPAsF4cpNxm},#{c0MB4RmVjxk.w77uMi1KzOH}
Artemether-Lumefantrine 20/120 Tabs 12s Quantity for resupply,iPZNMIfNg6i,Artemether-Lumefantrine 20/120 Tabs 12s Resupply,(((#{c0MB4RmVjxk.w77uMi1KzOH}*[days])/([days]-#{c0MB4RmVjxk.DV8l1KuASLR}))*3)-#{c0MB4RmVjxk.rPAsF4cpNxm},1
Artemether-Lumefantrine 20/120 Tabs 18s Adjusted Consumption,GCY4FVWIs0Y,Artemether-Lumefant 18s,#{qnZmg5tNSMy.w77uMi1KzOH}*31,31-#{qnZmg5tNSMy.DV8l1KuASLR}
Artemether-Lumefantrine 20/120 Tabs 18s MOS,jtGNoWcdNcx,AL 20/120 Tabs 18s MOS,#{qnZmg5tNSMy.rPAsF4cpNxm},(#{qnZmg5tNSMy.w77uMi1KzOH})
Artemether-Lumefantrine 20/120 Tabs 18s Quantity for Resupply,CMI1h51t2A0,Artemether-Lumefantrine 20/120 Tabs 18s,((#{qnZmg5tNSMy.w77uMi1KzOH}*[days]/[days]-#{qnZmg5tNSMy.DV8l1KuASLR})*3)-#{qnZmg5tNSMy.rPAsF4cpNxm},1
Artemether-Lumefantrine 20/120 Tabs 24s Adjusted Consumption,y4m0W9q3PTQ,Artemether-Lumefant 24s,#{gVp1KSFI69G.w77uMi1KzOH}*31,31-#{gVp1KSFI69G.DV8l1KuASLR}
Artemether-Lumefantrine 20/120 Tabs 24s MOS,p2aNqT2HVyr,AL 20/120 Tabs 24s MOS,#{gVp1KSFI69G.rPAsF4cpNxm},#{gVp1KSFI69G.w77uMi1KzOH}
Artemether-Lumefantrine 20/120 Tabs 24s Quantity for Resupply,meGWfNwmwmP,Artemether-Lumefantrine 20/120 Tabs 24s,((#{gVp1KSFI69G.w77uMi1KzOH}*[days]/[days]-#{gVp1KSFI69G.DV8l1KuASLR})*3)-#{gVp1KSFI69G.rPAsF4cpNxm},1
Artemether-Lumefantrine 20/120 Tabs 6s Adj. Consumption,hTw8knRVCg1,Artemether-Lumefantrine 20/120 Tabs	6s,(#{BnGDrFwyQp9.w77uMi1KzOH})*(31/(31-(#{BnGDrFwyQp9.DV8l1KuASLR}))),1
Artemether-Lumefantrine 20/120 Tabs 6s Adjusted Consumption,KQIGSNSVcUV,Artemether-Lumefant 6s,#{BnGDrFwyQp9.w77uMi1KzOH}*31,31-#{BnGDrFwyQp9.DV8l1KuASLR}
Artemether-Lumefantrine 20/120 Tabs 6s MOS (PeriodOffset),zLR3PBVPgN5,Artemether-Lumefantrine 20/120 Tabs 6s,#{BnGDrFwyQp9.rPAsF4cpNxm},(#{BnGDrFwyQp9.w77uMi1KzOH}+#{BnGDrFwyQp9.w77uMi1KzOH}.periodOffset(-1)+#{BnGDrFwyQp9.w77uMi1KzOH}.periodOffset(-2))/3
Artemether-Lumefantrine 20/120 Tabs 6s Quantity for Resupply,XXCjzZhZ1P3,Artemether-Lumefantrine 20/120 Tabs 6s,((#{BnGDrFwyQp9.w77uMi1KzOH}*[days]/[days]-#{BnGDrFwyQp9.DV8l1KuASLR})*3)-#{BnGDrFwyQp9.rPAsF4cpNxm},1
Artesunate  Injection 60mg Adjusted Consumption,nqQqZv3NUYF,Artesunate  Injection 60mg Adjusted Consumption,#{iOARK31NdLp.w77uMi1KzOH}*31,31-#{iOARK31NdLp.DV8l1KuASLR}
Artesunate Injection 60mg Quantity for Resupply,XO9ObBjwNY3,Artesunate Injection 60mg Quantity for Resupply,((#{iOARK31NdLp.w77uMi1KzOH}*[days]/[days]-#{iOARK31NdLp.DV8l1KuASLR})*3)-#{iOARK31NdLp.rPAsF4cpNxm},1
Assessed for Eligibility in ANC (Sum HV02-18 to HV02-19),FJcNQJIxxbW, (Sum HV02-18 to HV02-19),#{BhaetsBTxPa.NhSoXUMPK2K}+#{HYyJiuoyiLb.NhSoXUMPK2K},1
Astrazeneca_Vaccine_Type,FJ5pE7FXWwq,Astrazeneca_Vaccine_Type,#{myQD3R0GBUq} + #{ZWMO83OyDwx},1
Available Bed Days - Medical Ward Male,U0ML2A0jzg5,ABD-Male,(#{OdXZaAsAGRU.fgY5yxfRFHN}+#{OdXZaAsAGRU.ERX6phnRjMW})*[days],1
Available Bed Days -Amenity Ward,ZuriRAmTbqe,ABD Amenity ward,(#{zTIGTbphtuA.fgY5yxfRFHN}+#{zTIGTbphtuA.ERX6phnRjMW})*[days],1
Available Bed Days -Eye Ward,jzzmWpiuiOM,ABD - Eye,(#{bRP7RnMWTK8.fgY5yxfRFHN}+#{bRP7RnMWTK8.ERX6phnRjMW})*[days],1
Available Bed Days -Gynaecology Ward,y8K4w6WcxoM,ABD-Gynaecology Ward,(#{zqqP41WTYNk.fgY5yxfRFHN}+#{zqqP41WTYNk.ERX6phnRjMW})*[days],1
Available Bed Days -Isolation ward,g9ctORNwWSV,Available Bed Days -Isola,(#{ndneSgDusqj.fgY5yxfRFHN}+#{ndneSgDusqj.ERX6phnRjMW})*[days],1
Available Bed Days -Orthopaedic ward,OTT6wcpQsex,Available Bed Days -Ortho,(#{Y1sxN73phAf.fgY5yxfRFHN}+#{Y1sxN73phAf.ERX6phnRjMW})*[days],1
Available Bed Days -Psychatric ward,XROBhcooEd3,Available Bed Days -Psych,(#{BcVftn5I5NL.fgY5yxfRFHN}+#{BcVftn5I5NL.ERX6phnRjMW})*[days],1
